frontier_id	priority	domain	mechanism	current_evidence	completion_state	discriminating_question	required_observation	execution_class	authority_owner	canonical_data_target	required_generator	probe_declaration	bounded_output_schema	maximum_rows_and_bytes	retention_class	tools	ordering_dependencies	completion_gate	falsification_condition	batch_id	batch_rank	thread_id	pr_number	thread_created_at	is_outdated	review_path	original_line	review_author	review_url	disposition	merged_evidence_commit	resolution_state
terakan-tg4-default-enable-contract-5M6CjrMo	P2	terakan	terakan-tg4-default-enable-contract	terakan_shader.c:1436-1452 removed the presence-based TG4 enable and uses a conservative disable	superseded-on-main	Does current main still exhibit terakan-tg4-default-enable-contract?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_shader.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 25 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	26	PRRT_kwDOR3YK5M6CjrMo	49	2026-05-16T12:34:36Z	false	src/amd/terascale/vulkan/terakan_shader.c	1307	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/49#discussion_r3252803075	superseded	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-ssbo-view-offset-word0-ownership-5M6ClK2e	P1	terakan-nir	terakan-ssbo-view-offset-word0-ownership	terakan_nir_lower_abi.c:1020-1032 sources SSBO view offset from descriptor WORD0	superseded-on-main	Does current main still exhibit terakan-ssbo-view-offset-word0-ownership?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/nir/terakan_nir_lower_abi.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 26 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	27	PRRT_kwDOR3YK5M6ClK2e	50	2026-05-16T18:48:32Z	false	src/amd/terascale/vulkan/nir/terakan_nir_lower_abi.c	1171	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/50#discussion_r3253300682	superseded	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-dynamic-ssbo-offset-word0-ownership-5M6ClK2g	P2	terakan-nir	terakan-dynamic-ssbo-offset-word0-ownership	descriptor WORD0 owns SSBO offsets and dynamic bank-row addressing is independent	superseded-on-main	Does current main still exhibit terakan-dynamic-ssbo-offset-word0-ownership?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/nir/terakan_nir_lower_abi.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 27 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	28	PRRT_kwDOR3YK5M6ClK2g	50	2026-05-16T18:48:32Z	false	src/amd/terascale/vulkan/nir/terakan_nir_lower_abi.c	1171	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/50#discussion_r3253300684	superseded	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-carrier-policy-fail-closed-default-5M6CmGFM	P1	terakan-carrier	terakan-carrier-policy-fail-closed-default	terakan_dmabuf_carrier.h:56-72 makes zero invalid and import rejects non-allowed support	superseded-on-main	Does current main still exhibit terakan-carrier-policy-fail-closed-default?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_dmabuf_carrier.h	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 28 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	29	PRRT_kwDOR3YK5M6CmGFM	52	2026-05-16T22:02:17Z	false	src/amd/terascale/vulkan/terakan_dmabuf_carrier.c	130	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/52#discussion_r3253628534	superseded	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-carrier-submit-scratch-lifetime-5M6CmYqg	P1	terakan	terakan-carrier-submit-scratch-lifetime	terakan_queue.c:855-861,931-955 performs loop-local alloca that accumulates until function return	actionable	Does current main still exhibit terakan-carrier-submit-scratch-lifetime?	Replace loop-local alloca with reusable owned storage and stress many carrier IBs under a small stack	offline-build-test	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_queue.c	GitHub GraphQL reviewThreads plus source-history audit	focused source contract and unit test	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 29 remains stable	Merge the mechanism fix and focused tests; synchronize main; resolve the exact ID; re-query resolved	A focused mutant or current-main path still violates terakan-carrier-submit-scratch-lifetime	merged-review-thread-closure-batch-0001	30	PRRT_kwDOR3YK5M6CmYqg	56	2026-05-16T23:30:48Z	false	src/amd/terascale/vulkan/terakan_queue.c	860	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/56#discussion_r3253726068	requires-change		unresolved
terakan-carrier-surface-sync-relocation-5M6CmkV0	P1	terakan	terakan-carrier-surface-sync-relocation	terakan_carrier_queue.c:347-389 emits the SURFACE_SYNC relocation NOP pair	fixed-on-main	Does current main still exhibit terakan-carrier-surface-sync-relocation?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_carrier_queue.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 30 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	31	PRRT_kwDOR3YK5M6CmkV0	58	2026-05-17T00:30:10Z	false	src/amd/terascale/vulkan/terakan_device_memory.c	335	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/58#discussion_r3253788081	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-carrier-negative-dmabuf-fd-validation-5M6CmkV2	P2	terakan-carrier	terakan-carrier-negative-dmabuf-fd-validation	terakan_dmabuf_carrier.c:301-307 rejects negative FDs before dup	fixed-on-main	Does current main still exhibit terakan-carrier-negative-dmabuf-fd-validation?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_dmabuf_carrier.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 31 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	32	PRRT_kwDOR3YK5M6CmkV2	58	2026-05-17T00:30:10Z	false	src/amd/terascale/vulkan/terakan_dmabuf_carrier.c	171	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/58#discussion_r3253788083	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-carrier-helper-result-contract-5M6CnBbZ	unbadged	terakan	terakan-carrier-helper-result-contract	terakan_carrier_queue.c:440-470 returns VkResult and the queue consumes it	fixed-on-main	Does current main still exhibit terakan-carrier-helper-result-contract?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_carrier_queue.c;src/amd/terascale/vulkan/terakan_queue.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 32 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	33	PRRT_kwDOR3YK5M6CnBbZ	60	2026-05-17T03:05:03Z	false	src/amd/terascale/vulkan/terakan_queue.c	934	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/60#discussion_r3253945661	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-carrier-acquire-device-lost-transition-5M6CnB1p	P1	terakan	terakan-carrier-acquire-device-lost-transition	terakan_queue.c:980-992 marks device and completion lost and broadcasts	fixed-on-main	Does current main still exhibit terakan-carrier-acquire-device-lost-transition?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_queue.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 33 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	34	PRRT_kwDOR3YK5M6CnB1p	61	2026-05-17T03:07:00Z	true	src/amd/terascale/vulkan/terakan_queue.c	906	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/61#discussion_r3253947946	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-carrier-completion-bo-width-5M6CnDz0	P1	terakan-carrier	terakan-carrier-completion-bo-width	terakan_queue_drm_radeon.c:351-354 allocates a uint32_t completion BO	fixed-on-main	Does current main still exhibit terakan-carrier-completion-bo-width?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/winsys/drm_radeon/terakan_queue_drm_radeon.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 34 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	35	PRRT_kwDOR3YK5M6CnDz0	62	2026-05-17T03:17:52Z	false	src/amd/terascale/vulkan/terakan_carrier_queue.c	425	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/62#discussion_r3253958196	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-robustness-metadata-index-domain-5M6CnUhX	P1	terakan-descriptor	terakan-robustness-metadata-index-domain	terakan_pipeline_layout.c:106-123,492-499 compacts producer indices while NIR consumes mutable indices	actionable	Does current main still exhibit terakan-robustness-metadata-index-domain?	Define one producer-consumer metadata index domain and test sparse indices, arrays, reads, writes, atomics, and size	offline-build-test	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_pipeline_layout.c	GitHub GraphQL reviewThreads plus source-history audit	focused source contract and unit test	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 35 remains stable	Merge the mechanism fix and focused tests; synchronize main; resolve the exact ID; re-query resolved	A focused mutant or current-main path still violates terakan-robustness-metadata-index-domain	merged-review-thread-closure-batch-0001	36	PRRT_kwDOR3YK5M6CnUhX	67	2026-05-17T04:43:44Z	false	src/amd/terascale/vulkan/terakan_pipeline_layout.c	459	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/67#discussion_r3254049427	requires-change		unresolved
terakan-robustness-metadata-binding-order-5M6CnUhZ	P1	terakan-descriptor	terakan-robustness-metadata-binding-order	terakan_pipeline_layout.c:158-160,442,492-525 gates metadata on the currently bound pipeline mask	actionable	Does current main still exhibit terakan-robustness-metadata-binding-order?	Make descriptor-set then pipeline binding equivalent to pipeline then descriptor-set binding	offline-build-test	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_pipeline_layout.c	GitHub GraphQL reviewThreads plus source-history audit	focused source contract and unit test	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 36 remains stable	Merge the mechanism fix and focused tests; synchronize main; resolve the exact ID; re-query resolved	A focused mutant or current-main path still violates terakan-robustness-metadata-binding-order	merged-review-thread-closure-batch-0001	37	PRRT_kwDOR3YK5M6CnUhZ	67	2026-05-17T04:43:44Z	false	src/amd/terascale/vulkan/terakan_pipeline_layout.c	455	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/67#discussion_r3254049429	requires-change		unresolved
terakan-readonly-ssbo-offset-word0-ownership-5M6CnUq-	P1	terakan-nir	terakan-readonly-ssbo-offset-word0-ownership	terakan_nir_lower_abi.c:1011-1032 makes descriptor WORD0 own read-only SSBO offsets	superseded-on-main	Does current main still exhibit terakan-readonly-ssbo-offset-word0-ownership?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/nir/terakan_nir_lower_abi.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 37 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	38	PRRT_kwDOR3YK5M6CnUq-	66	2026-05-17T04:44:30Z	false	src/amd/terascale/vulkan/nir/terakan_nir_lower_abi.c	1163	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/66#discussion_r3254050159	superseded	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-layout-support-representation-boundary-5M6Cqkli	P1	terakan-descriptor	terakan-layout-support-representation-boundary	descriptor layout support enforces representation limits while pipeline layout enforces hardware banks	fixed-on-main	Does current main still exhibit terakan-layout-support-representation-boundary?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_descriptor_set_layout.c;src/amd/terascale/vulkan/terakan_pipeline_layout.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 38 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	39	PRRT_kwDOR3YK5M6Cqkli	76	2026-05-17T17:33:49Z	false	src/amd/terascale/vulkan/terakan_descriptor_set_layout.c	702	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/76#discussion_r3255162917	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-int-tg4-c-linkage-5M6CrjnY	P1	terakan	terakan-int-tg4-c-linkage	sfn_nir_lower_tex.h:12-22 provides C linkage for the C++ helper	fixed-on-main	Does current main still exhibit terakan-int-tg4-c-linkage?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/gallium/drivers/r600/sfn/sfn_nir_lower_tex.h	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 39 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	40	PRRT_kwDOR3YK5M6CrjnY	81	2026-05-17T21:15:19Z	false	src/amd/terascale/vulkan/terakan_shader.c	1220	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/81#discussion_r3255495013	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-optional-gather-descriptor-construction-5M6CsI8M	unbadged	terakan	terakan-optional-gather-descriptor-construction	terakan_image.c:1887-1920 constructs gather descriptors only after resource creation succeeds	fixed-on-main	Does current main still exhibit terakan-optional-gather-descriptor-construction?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_image.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 40 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	41	PRRT_kwDOR3YK5M6CsI8M	83	2026-05-17T23:52:39Z	false	src/amd/terascale/vulkan/terakan_image.c	1934	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/83#discussion_r3255691747	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-image-gather-comment-mechanism-5M6CsJGE	P1	terakan	terakan-image-gather-comment-mechanism	terakan_image.c:1899-1918 contains mechanism-only prose	fixed-on-main	Does current main still exhibit terakan-image-gather-comment-mechanism?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_image.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 41 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	42	PRRT_kwDOR3YK5M6CsJGE	83	2026-05-17T23:53:14Z	false	src/amd/terascale/vulkan/terakan_image.c	1924	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/83#discussion_r3255692543	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-image-view-comment-mechanism-5M6CsJGF	P1	terakan	terakan-image-view-comment-mechanism	terakan_image.h:198-214 contains mechanism-only field documentation	fixed-on-main	Does current main still exhibit terakan-image-view-comment-mechanism?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_image.h	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 42 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	43	PRRT_kwDOR3YK5M6CsJGF	83	2026-05-17T23:53:14Z	false	src/amd/terascale/vulkan/terakan_image.h	213	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/83#discussion_r3255692545	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-gather-sibling-dense-slot-reservation-5M6CsL5s	P1	terakan-descriptor	terakan-gather-sibling-dense-slot-reservation	terakan_descriptor_set_layout.c:582-648 densely packs sampled images and reserves gather siblings	superseded-on-main	Does current main still exhibit terakan-gather-sibling-dense-slot-reservation?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_descriptor_set_layout.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 43 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	44	PRRT_kwDOR3YK5M6CsL5s	84	2026-05-18T00:03:58Z	false	src/amd/terascale/vulkan/terakan_descriptor.h	154	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/84#discussion_r3255707490	superseded	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-gather-slot-hardware-bound-5M6CsL5v	P1	terakan-descriptor	terakan-gather-slot-hardware-bound	terakan_pipeline_layout.c:247-269,611-618 checks the gather hardware bank bound	fixed-on-main	Does current main still exhibit terakan-gather-slot-hardware-bound?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_pipeline_layout.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 44 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	45	PRRT_kwDOR3YK5M6CsL5v	84	2026-05-18T00:03:58Z	false	src/amd/terascale/vulkan/terakan_pipeline_layout.c	221	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/84#discussion_r3255707493	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-gather-resource-needed-bitset-5M6CsMc4	unbadged	terakan-nir	terakan-gather-resource-needed-bitset	terakan_nir_lower_tg4_view_swizzle.c:269-289 marks constant and dynamic gather resource ranges	fixed-on-main	Does current main still exhibit terakan-gather-resource-needed-bitset?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/nir/terakan_nir_lower_tg4_view_swizzle.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 45 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	46	PRRT_kwDOR3YK5M6CsMc4	84	2026-05-18T00:05:54Z	false	src/amd/terascale/vulkan/nir/terakan_nir_lower_tg4_view_swizzle.c	97	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/84#discussion_r3255710297	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-tg4-metadata-absolute-rid-coverage-5M6CsMdB	unbadged	terakan	terakan-tg4-metadata-absolute-rid-coverage	absolute sampled-image RIDs 2 through 25 exceed the 24-entry metadata table for legal arrays	actionable	Does current main still exhibit terakan-tg4-metadata-absolute-rid-coverage?	Map every legal sampled-image RID to metadata and test 24-element arrays, mixed descriptors, and later sets	offline-build-test	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_shader.c	GitHub GraphQL reviewThreads plus source-history audit	focused source contract and unit test	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 46 remains stable	Merge the mechanism fix and focused tests; synchronize main; resolve the exact ID; re-query resolved	A focused mutant or current-main path still violates terakan-tg4-metadata-absolute-rid-coverage	merged-review-thread-closure-batch-0001	47	PRRT_kwDOR3YK5M6CsMdB	84	2026-05-18T00:05:54Z	false	src/amd/terascale/vulkan/terakan_shader.c	1316	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/84#discussion_r3255710308	requires-change		unresolved
terakan-null-gather-descriptor-clear-5M6CsMdG	unbadged	terakan-descriptor	terakan-null-gather-descriptor-clear	terakan_descriptor_set.c:575-592 clears gather state and binding always writes the parallel slot	fixed-on-main	Does current main still exhibit terakan-null-gather-descriptor-clear?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_descriptor_set.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 47 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	48	PRRT_kwDOR3YK5M6CsMdG	84	2026-05-18T00:05:55Z	false	src/amd/terascale/vulkan/terakan_pipeline_layout.c	221	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/84#discussion_r3255710313	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-sparse-gather-slot-packing-5M6CsWTB	P1	terakan-descriptor	terakan-sparse-gather-slot-packing	dense sampled-image packing removes binding-number sparsity from physical RID allocation	superseded-on-main	Does current main still exhibit terakan-sparse-gather-slot-packing?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_descriptor_set_layout.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 48 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	49	PRRT_kwDOR3YK5M6CsWTB	85	2026-05-18T00:33:10Z	false	src/amd/terascale/vulkan/terakan_descriptor.h	169	chatgpt-codex-connector	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/85#discussion_r3255764296	superseded	7ac62205eb882df42462d849cc549086b59227ea	unresolved
terakan-layout-support-storage-limit-documentation-5M6Cvkag	unbadged	terakan-descriptor	terakan-layout-support-storage-limit-documentation	terakan_descriptor_set_layout.c:99-105,801-814 documents representation-limit rejection	fixed-on-main	Does current main still exhibit terakan-layout-support-storage-limit-documentation?	Re-query the exact thread and confirm the audited source mechanism remains on merged main	offline-source-history	mesa-26-gororoba	src/amd/terascale/vulkan/terakan_descriptor_set_layout.c	GitHub GraphQL reviewThreads plus source-history audit	static source and Git history	one frontier row and one verified closure-ledger row	50 rows; 262144 bytes	canonical-review-ledger	gh api graphql; rg; git log; sed	batch rank 49 remains stable	Re-query unresolved; resolve the exact ID from merged evidence; re-query resolved; record the ledger row	The reviewed defect remains reproducible on current main or the focused regression fails	merged-review-thread-closure-batch-0001	50	PRRT_kwDOR3YK5M6Cvkag	90	2026-05-18T06:59:23Z	false	src/amd/terascale/vulkan/terakan_descriptor_set_layout.c	781	copilot-pull-request-reviewer	https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/90#discussion_r3256917304	fixed	7ac62205eb882df42462d849cc549086b59227ea	unresolved
